,CountyName,total_population,total_age_population,total_race_population,hispanic_or_latino,median_household_income,bachelors_degree,masters_degree,professional_degree,doctorate_degree,labor_force,unemployed,median_rent,median_home_value,same_house_1yr_ago,moved_from_same_state,moved_from_different_state,owner_occupied,renter_occupied,state_fips,county_fips
1625,"Liberty County, Montana",1968,1968,1968,0,53264,298,61,3,2,803,2,668,116800,1638,9,0,440,245,30,051
1626,"Lincoln County, Montana",20656,20656,20656,614,47018,2005,566,225,76,8058,435,810,258700,18210,0,0,6999,1859,30,053
1627,"McCone County, Montana",1818,1818,1818,0,71842,219,66,6,0,939,25,543,197400,1686,0,0,704,114,30,055
1628,"Madison County, Montana",8975,8975,8975,317,67420,1785,480,79,81,4143,62,1159,440500,7721,71,24,2986,717,30,057
1629,"Meagher County, Montana",1979,1979,1979,63,56215,342,79,12,4,1022,1,871,244400,1783,0,0,739,158,30,059
1630,"Mineral County, Montana",4796,4796,4796,167,61117,716,199,30,10,2074,82,746,313600,4144,4,0,1712,420,30,061
1631,"Missoula County, Montana",119639,119639,119639,5902,71246,23468,8997,3144,2159,69685,3105,1125,423100,97227,533,184,30808,20834,30,063
1632,"Musselshell County, Montana",5068,5068,5068,187,59010,628,186,16,6,2220,132,865,221200,4436,0,0,1759,372,30,065
1633,"Park County, Montana",17484,17484,17484,587,66607,3592,1119,261,204,9329,269,927,429700,15023,46,0,5748,2509,30,067
1634,"Petroleum County, Montana",401,401,401,0,59318,58,29,0,2,223,2,769,173700,356,0,0,154,46,30,069
1635,"Phillips County, Montana",4224,4224,4224,58,58156,480,62,70,13,1968,67,623,175000,3784,0,0,1324,445,30,071
1636,"Pondera County, Montana",6012,6012,6012,137,53500,669,93,43,6,2743,177,806,179200,5168,4,0,1493,747,30,073
1637,"Powder River County, Montana",1762,1762,1762,30,68009,207,105,6,21,854,10,609,149400,1466,11,0,553,160,30,075
1638,"Powell County, Montana",7029,7029,7029,160,63432,765,233,53,1,2595,107,770,255700,5739,13,0,1631,717,30,077
1639,"Prairie County, Montana",1251,1251,1251,10,45192,113,75,3,0,521,6,827,167100,1217,0,0,397,123,30,079
1640,"Ravalli County, Montana",45807,45807,45807,1820,71323,6506,2735,476,569,21197,703,1054,435000,40684,145,0,14757,4022,30,081
1641,"Richland County, Montana",11329,11329,11329,621,69578,1172,215,66,16,5995,226,866,259000,10185,58,15,3141,1359,30,083
1642,"Roosevelt County, Montana",10665,10665,10665,289,53125,860,286,48,25,3973,335,707,119400,10026,4,0,2049,939,30,085
1643,"Rosebud County, Montana",8236,8236,8236,285,56430,634,275,32,34,3627,325,644,188900,7504,0,0,2036,1033,30,087
1644,"Sanders County, Montana",12936,12936,12936,432,54035,1532,422,124,59,4613,195,774,323800,11285,11,1,4361,1092,30,089
1645,"Sheridan County, Montana",3677,3677,3677,166,63654,466,100,40,46,1787,44,749,111600,3348,13,0,1126,344,30,091
1646,"Silver Bow County, Montana",35589,35589,35589,1639,57504,4438,1754,340,224,16729,725,810,223500,30684,107,104,10818,4529,30,093
1647,"Stillwater County, Montana",9052,9052,9052,305,81503,1396,358,65,145,4576,153,968,355600,8364,0,0,3125,744,30,095
1648,"Sweet Grass County, Montana",3713,3713,3713,66,69426,442,123,10,34,1870,41,1073,295500,3226,0,0,1140,357,30,097
1649,"Teton County, Montana",6291,6291,6291,118,67766,783,279,48,3,2924,44,750,235500,5573,5,0,1837,615,30,099
1650,"Toole County, Montana",5028,5028,5028,217,53693,457,214,22,88,2250,90,753,187400,4050,7,0,1177,646,30,101
1651,"Treasure County, Montana",761,761,761,43,73036,174,24,1,0,446,5,992,215300,640,0,0,254,128,30,103
1652,"Valley County, Montana",7540,7540,7540,193,64515,959,149,34,17,3647,120,769,198600,6932,4,0,2297,661,30,105
1653,"Wheatland County, Montana",2049,2049,2049,55,47054,212,42,1,12,852,8,741,172700,1914,2,0,659,206,30,107
1654,"Wibaux County, Montana",1148,1148,1148,69,64792,164,33,5,0,491,0,964,92300,1096,0,0,351,117,30,109
1655,"Yellowstone County, Montana",167340,167340,167340,10717,74400,26806,7892,2701,1708,87829,3005,1084,317600,139637,275,31,48014,21258,30,111
1656,"Adams County, Nebraska",31034,31034,31034,3739,65680,3626,1480,481,302,16139,368,853,185800,26363,146,9,8859,4041,31,001
1657,"Antelope County, Nebraska",6302,6302,6302,237,63750,547,226,55,29,3232,55,746,116900,5828,0,0,2032,655,31,003
1658,"Arthur County, Nebraska",540,540,540,3,67500,84,22,4,0,236,0,850,188800,523,0,0,137,47,31,005
1659,"Banner County, Nebraska",657,657,657,29,71250,123,43,4,1,338,12,975,166300,618,0,0,195,63,31,007
1660,"Blaine County, Nebraska",385,385,385,0,61250,66,11,0,0,207,2,786,102100,367,0,0,137,55,31,009
1661,"Boone County, Nebraska",5366,5366,5366,207,71367,501,154,42,7,2752,38,734,164700,4829,52,0,1745,457,31,011
1662,"Box Butte County, Nebraska",10754,10754,10754,1321,68778,1119,315,53,1,5497,88,771,161100,8604,19,9,3424,1113,31,013
1663,"Boyd County, Nebraska",1704,1704,1704,67,58984,141,102,3,8,855,21,650,104000,1587,8,0,651,133,31,015
1664,"Brown County, Nebraska",2739,2739,2739,158,51538,267,107,9,34,1364,11,932,100200,2350,31,0,892,316,31,017
1665,"Buffalo County, Nebraska",50323,50323,50323,5219,74570,7132,2394,586,752,28358,790,911,236800,41333,167,25,12812,6850,31,019
1666,"Burt County, Nebraska",6730,6730,6730,218,57303,897,277,44,9,3180,84,688,125400,6098,9,0,2213,654,31,021
1667,"Butler County, Nebraska",8413,8413,8413,504,82603,1134,254,64,15,4532,54,753,165700,7509,16,0,2841,697,31,023
1668,"Cass County, Nebraska",26963,26963,26963,1062,88255,3828,1684,329,101,14352,286,987,247200,23712,28,0,8854,1707,31,025
1669,"Cedar County, Nebraska",8344,8344,8344,203,73977,1019,286,48,41,4415,65,683,175500,7579,0,0,2692,727,31,027
1670,"Chase County, Nebraska",3639,3639,3639,668,62782,467,107,21,11,1702,29,749,178700,3360,17,0,1114,323,31,029
1671,"Cherry County, Nebraska",5468,5468,5468,164,63750,646,170,91,27,2937,13,873,136000,4984,16,0,1382,847,31,031
1672,"Cheyenne County, Nebraska",9478,9478,9478,790,57594,993,376,38,69,4871,141,912,129100,8205,17,2,2912,1439,31,033
1673,"Clay County, Nebraska",6084,6084,6084,570,75938,649,196,82,30,3207,47,701,146300,5540,16,0,1996,479,31,035
1674,"Colfax County, Nebraska",10541,10541,10541,4983,79720,667,161,71,22,5433,81,902,128800,10024,57,0,2768,871,31,037
1675,"Cuming County, Nebraska",8976,8976,8976,1095,70708,1050,341,50,60,4855,103,800,174900,8292,9,0,2695,1087,31,039
1676,"Custer County, Nebraska",10544,10544,10544,396,66310,1365,362,67,81,5406,155,794,160500,9333,11,0,3159,1297,31,041
1677,"Dakota County, Nebraska",21331,21331,21331,8780,71655,1518,349,107,15,11012,471,1053,168100,18506,88,0,4712,2587,31,043
1678,"Dawes County, Nebraska",8212,8212,8212,391,54381,931,540,127,193,4331,66,1014,146500,6577,20,0,2222,1159,31,045
1679,"Dawson County, Nebraska",24020,24020,24020,8720,65383,2072,440,77,111,12463,237,861,157800,21835,182,49,5808,3174,31,047
1680,"Deuel County, Nebraska",1865,1865,1865,188,61438,209,61,35,5,860,28,827,97200,1624,0,0,682,143,31,049
1681,"Dixon County, Nebraska",5561,5561,5561,838,69156,673,166,38,9,2896,66,661,141400,5127,27,0,1729,508,31,051
1682,"Dodge County, Nebraska",37146,37146,37146,6350,71294,3459,1367,352,103,19068,587,985,188100,31416,151,42,9924,4939,31,053
1683,"Douglas County, Nebraska",585461,585461,585461,82687,79081,101823,41025,12315,6799,317982,12069,1162,245800,497491,3443,404,145152,89928,31,055
1684,"Dundy County, Nebraska",1811,1811,1811,44,56563,177,86,35,0,999,3,588,118200,1601,23,0,618,186,31,057
1685,"Fillmore County, Nebraska",5551,5551,5551,204,76354,565,234,85,20,3161,19,667,131200,4790,0,0,1909,473,31,059
1686,"Franklin County, Nebraska",2868,2868,2868,90,57692,256,140,17,13,1348,44,613,99100,2491,0,0,1025,265,31,061
1687,"Frontier County, Nebraska",2562,2562,2562,96,68207,324,105,17,6,1252,48,605,138800,2275,0,0,757,296,31,063
1688,"Furnas County, Nebraska",4605,4605,4605,233,60625,511,175,35,7,2132,25,805,91800,3888,13,0,1543,463,31,065
1689,"Gage County, Nebraska",21646,21646,21646,695,64426,2525,572,133,131,10906,162,770,167100,18967,13,0,6622,2540,31,067
1690,"Garden County, Nebraska",1620,1620,1620,53,44777,173,72,13,0,700,18,675,95500,1303,0,0,648,179,31,069
1691,"Garfield County, Nebraska",1797,1797,1797,38,68611,303,68,45,0,990,18,519,144900,1553,7,0,558,192,31,071
1692,"Gosper County, Nebraska",1929,1929,1929,123,79145,289,94,23,14,958,18,797,202700,1796,13,0,638,139,31,073
1693,"Grant County, Nebraska",695,695,695,1,69063,113,17,10,0,372,8,883,113900,599,0,0,202,93,31,075
1694,"Greeley County, Nebraska",2211,2211,2211,48,58894,197,56,14,16,1039,24,643,87800,2052,0,0,774,167,31,077
1695,"Hall County, Nebraska",62431,62431,62431,19563,67549,5333,2437,430,243,32318,1067,911,207900,50896,267,41,15435,8971,31,079
1696,"Hamilton County, Nebraska",9438,9438,9438,384,79884,1382,407,71,46,4824,162,776,238700,8519,13,0,2903,596,31,081
1697,"Harlan County, Nebraska",3006,3006,3006,70,70536,364,106,34,9,1458,24,708,147200,2816,0,0,1018,182,31,083
1698,"Hayes County, Nebraska",854,854,854,55,60313,88,9,5,0,392,1,419,112800,787,0,0,254,103,31,085
1699,"Hitchcock County, Nebraska",2601,2601,2601,101,52016,268,78,15,3,1196,25,715,88800,2365,2,0,890,235,31,087
1700,"Holt County, Nebraska",10093,10093,10093,556,67225,1327,411,101,22,5128,70,724,152000,9087,108,18,2960,1104,31,089
1701,"Hooker County, Nebraska",613,613,613,0,45854,88,1,0,0,330,13,581,85400,451,0,0,188,126,31,091
1702,"Howard County, Nebraska",6492,6492,6492,194,74508,849,140,22,13,3325,113,811,205200,6038,6,0,1847,647,31,093
1703,"Jefferson County, Nebraska",7155,7155,7155,379,60568,743,212,5,32,3321,36,659,117600,6672,15,10,2247,867,31,095
1704,"Johnson County, Nebraska",5263,5263,5263,615,59457,494,166,20,33,2111,43,777,131500,4506,1,0,1198,552,31,097
1705,"Kearney County, Nebraska",6697,6697,6697,434,79167,1261,220,16,16,3652,52,787,218300,6155,5,0,2140,590,31,099
1706,"Keith County, Nebraska",8239,8239,8239,741,58132,901,282,99,15,4015,82,772,157000,7251,0,0,2793,1153,31,101
1707,"Keya Paha County, Nebraska",939,939,939,34,60313,124,29,4,5,437,6,867,108800,884,10,0,262,65,31,103
1708,"Kimball County, Nebraska",3348,3348,3348,332,59438,262,90,0,6,1627,3,853,109900,2719,8,0,1101,430,31,105
1709,"Knox County, Nebraska",8362,8362,8362,233,64821,786,255,58,30,4101,158,692,116900,7427,84,0,2542,693,31,107
1710,"Lancaster County, Nebraska",323673,323673,323673,26670,72625,53603,20243,4536,5026,180305,5682,1045,258900,263781,1896,424,77767,54395,31,109
1711,"Lincoln County, Nebraska",34122,34122,34122,3099,64342,3232,1252,217,155,17249,531,867,183100,28921,174,4,9357,5228,31,111
1712,"Logan County, Nebraska",812,812,812,11,71650,126,17,4,0,423,3,725,160000,742,0,0,244,67,31,113
1713,"Loup County, Nebraska",564,564,564,53,60156,75,27,7,0,316,0,650,120700,506,0,0,165,84,31,115
1714,"McPherson County, Nebraska",463,463,463,0,61316,69,12,0,0,267,0,653,124200,405,0,0,143,53,31,117
1715,"Madison County, Nebraska",35535,35535,35535,5658,64637,3595,1315,243,306,18756,476,851,196000,30906,124,23,9559,4593,31,119
1716,"Merrick County, Nebraska",7696,7696,7696,417,62849,598,268,48,36,4075,25,772,168000,6818,0,0,2587,623,31,121
1717,"Morrill County, Nebraska",4544,4544,4544,658,59773,472,182,24,9,2254,92,744,112000,3968,8,8,1474,416,31,123
1718,"Nance County, Nebraska",3342,3342,3342,78,65438,290,116,14,8,1711,52,776,122800,3054,0,0,1059,287,31,125
1719,"Nemaha County, Nebraska",7035,7035,7035,219,60132,883,351,57,56,3489,221,727,125100,5713,130,0,1985,827,31,127
1720,"Nuckolls County, Nebraska",4089,4089,4089,141,70201,573,166,37,48,2187,21,616,90900,3846,5,0,1482,337,31,129
1721,"Otoe County, Nebraska",16075,16075,16075,1331,81430,2063,664,147,126,8446,239,905,185000,14153,57,0,5149,1274,31,131
1722,"Pawnee County, Nebraska",2539,2539,2539,47,54926,237,111,10,0,1151,19,616,74800,2333,6,0,871,206,31,133
1723,"Perkins County, Nebraska",2835,2835,2835,144,67500,419,62,14,13,1472,23,783,149200,2677,10,0,903,259,31,135
1724,"Phelps County, Nebraska",8983,8983,8983,581,65988,1210,302,86,35,4550,53,724,173300,7828,0,0,2668,1151,31,137
1725,"Pierce County, Nebraska",7312,7312,7312,181,75938,848,241,23,22,3732,83,850,182700,6604,9,0,2245,614,31,139
1726,"Platte County, Nebraska",34358,34358,34358,7642,72335,3905,1212,210,66,18453,475,867,207800,30356,70,0,9714,3684,31,141
1727,"Polk County, Nebraska",5209,5209,5209,301,71771,462,180,28,5,2860,43,692,177800,4808,10,0,1680,378,31,143
1728,"Red Willow County, Nebraska",10611,10611,10611,655,60000,1345,319,141,73,5418,79,778,143500,8651,14,0,3250,1192,31,145
1729,"Richardson County, Nebraska",7797,7797,7797,171,55578,895,216,118,19,3854,175,692,96500,6781,0,0,2655,908,31,147
1730,"Rock County, Nebraska",1335,1335,1335,6,57500,208,63,2,0,666,8,608,124400,1213,0,0,441,141,31,149
1731,"Saline County, Nebraska",14642,14642,14642,4203,77027,1388,358,70,27,7644,208,833,180700,12579,47,0,3804,1362,31,151
1732,"Sarpy County, Nebraska",194051,194051,194051,21466,101402,33262,15403,2284,1684,105057,2557,1284,287600,167200,1202,141,51311,21350,31,153
1733,"Saunders County, Nebraska",22761,22761,22761,617,89395,3003,1283,297,128,12216,252,930,241100,20034,8,0,7203,1617,31,155
1734,"Scotts Bluff County, Nebraska",35937,35937,35937,8420,60960,4221,1410,349,328,17710,607,889,161400,30752,194,4,10314,4779,31,157
1735,"Seward County, Nebraska",17636,17636,17636,497,81122,2468,777,67,191,9507,180,969,232400,15123,2,0,4790,1855,31,159
1736,"Sheridan County, Nebraska",5058,5058,5058,260,56900,623,118,32,15,2465,32,771,102900,4607,5,0,1482,640,31,161
1737,"Sherman County, Nebraska",2974,2974,2974,78,61935,284,89,22,8,1525,70,866,135000,2703,19,0,988,306,31,163
1738,"Sioux County, Nebraska",1197,1197,1197,46,54076,155,49,7,0,604,25,743,141700,1137,0,0,258,199,31,165
1739,"Stanton County, Nebraska",5835,5835,5835,388,78275,659,200,10,26,3099,13,817,184300,5395,0,0,1769,520,31,167
1740,"Thayer County, Nebraska",4938,4938,4938,153,63095,575,149,38,41,2514,76,738,106200,4494,3,0,1575,507,31,169
1741,"Thomas County, Nebraska",626,626,626,25,72708,110,16,10,0,362,4,685,113000,586,0,0,222,96,31,171
1742,"Thurston County, Nebraska",6666,6666,6666,293,64838,520,178,32,18,3031,311,698,105100,5982,37,0,1211,772,31,173
1743,"Valley County, Nebraska",4094,4094,4094,107,58902,599,101,82,22,2099,8,616,122200,3586,6,0,1328,494,31,175
1744,"Washington County, Nebraska",20989,20989,20989,663,90188,3694,1144,155,253,11247,210,958,278300,18831,97,0,6897,1494,31,177
1745,"Wayne County, Nebraska",9786,9786,9786,984,67687,1015,373,92,123,5513,190,732,203700,7532,45,4,2558,1204,31,179
1746,"Webster County, Nebraska",3385,3385,3385,186,65197,356,123,29,19,1783,13,673,102000,2838,0,0,1222,281,31,181
1747,"Wheeler County, Nebraska",785,785,785,15,55893,134,38,9,6,407,7,525,135900,718,2,0,290,69,31,183
1748,"York County, Nebraska",14231,14231,14231,859,74058,1498,546,132,111,7306,156,885,175900,11603,35,5,4172,1417,31,185
1749,"Churchill County, Nevada",25614,25614,25614,3796,73268,2378,648,219,55,11588,753,1203,298000,21276,28,10,6620,3108,32,001
1750,"Clark County, Nevada",2293764,2293764,2293764,721337,73845,286282,105096,27441,16083,1158776,86020,1518,400800,1924851,13456,1520,483415,363963,32,003
1751,"Douglas County, Nevada",49624,49624,49624,6329,88018,8128,3085,799,566,22399,709,1545,587400,43916,57,0,16532,4564,32,005
1752,"Elko County, Nevada",53852,53852,53852,13821,83427,3865,1631,338,304,27757,1182,1126,282400,45590,218,0,13770,5776,32,007
1753,"Esmeralda County, Nevada",962,962,962,254,-666666666,145,63,0,0,390,11,1319,102500,700,0,0,235,258,32,009
1754,"Eureka County, Nevada",1660,1660,1660,49,73095,130,72,0,0,564,0,940,-666666666,1393,0,0,538,92,32,011
1755,"Humboldt County, Nevada",17299,17299,17299,4650,79946,1628,431,123,70,8425,456,998,256800,14904,59,0,5147,1850,32,013
1756,"Lander County, Nevada",5745,5745,5745,1266,84474,267,212,145,20,2683,247,1066,210500,5112,0,0,1537,759,32,015
1757,"Lincoln County, Nevada",4452,4452,4452,235,69496,371,236,0,0,1793,31,754,208900,3770,34,0,1199,427,32,017
1758,"Lyon County, Nevada",60630,60630,60630,11331,73460,5459,1584,228,309,28897,1820,1259,342600,52983,324,0,17938,5485,32,019
1759,"Mineral County, Nevada",4557,4557,4557,829,50584,330,29,17,0,1663,87,1130,175000,4110,0,0,1281,451,32,021
1760,"Nye County, Nevada",53207,53207,53207,8731,55975,3582,1334,150,186,18684,1782,1013,266000,45662,76,19,16508,5435,32,023
1761,"Pershing County, Nevada",6505,6505,6505,1514,72007,215,214,27,6,2239,135,667,166200,5598,0,0,1372,475,32,027
1762,"Storey County, Nevada",4139,4139,4139,291,96000,514,447,61,37,1729,118,1007,393100,3684,0,0,1825,49,32,029
1763,"Washoe County, Nevada",491770,491770,491770,126068,85600,69410,31043,8243,5860,262286,13024,1507,496600,412028,2395,282,116406,79319,32,031
1764,"White Pine County, Nevada",8856,8856,8856,1451,72294,742,197,0,4,3757,185,933,196700,7595,62,0,2641,766,32,033
1765,"Carson City, Nevada",58364,58364,58364,15105,71809,6595,2814,577,348,28396,1176,1172,426700,48893,59,0,14950,8702,32,510
1766,"Belknap County, New Hampshire",64300,64300,64300,1387,87983,9486,5284,680,451,33861,854,1184,340000,56172,85,0,20553,5565,33,001
1767,"Carroll County, New Hampshire",51259,51259,51259,866,82961,9062,5149,900,677,26135,1397,1179,348900,46205,51,6,17940,4156,33,003
1768,"Cheshire County, New Hampshire",76945,76945,76945,1904,81001,11867,5895,954,794,40682,1325,1220,257200,67214,165,25,21452,9067,33,005
1769,"Coos County, New Hampshire",31386,31386,31386,715,58439,3160,1282,273,226,14809,612,843,169600,27648,84,0,10225,3593,33,007
1770,"Grafton County, New Hampshire",91759,91759,91759,2603,84021,14290,9218,2738,3327,47453,1388,1292,298500,78017,733,185,25623,10484,33,009
1771,"Hillsborough County, New Hampshire",424732,424732,424732,35041,100436,77518,36892,5027,4451,247287,8238,1532,385500,372875,2204,169,113275,54457,33,011
1772,"Merrimack County, New Hampshire",155018,155018,155018,4083,93944,24877,12835,3012,1949,83671,2592,1293,330600,137965,392,46,44426,16019,33,013
1773,"Rockingham County, New Hampshire",317163,317163,317163,11178,113927,65335,30863,5408,3644,180895,6292,1619,461400,286257,707,17,99519,27069,33,015
1774,"Strafford County, New Hampshire",131743,131743,131743,4110,86564,21645,9928,1176,1538,74857,2729,1413,332400,109663,369,60,34619,17065,33,017
1775,"Sullivan County, New Hampshire",43529,43529,43529,871,75929,6261,2899,569,298,21364,487,1159,236300,39964,4,0,12031,4048,33,019
1776,"Atlantic County, New Jersey",274704,274704,274704,54686,76819,39817,14498,4103,1661,141626,11528,1325,272700,243803,2041,255,73746,34966,34,001
1777,"Bergen County, New Jersey",954717,954717,954717,211044,123715,212294,100496,29448,14623,523454,28533,1863,593200,860131,8049,651,230923,122384,34,003
1778,"Burlington County, New Jersey",464226,464226,464226,42820,105271,88885,38431,8166,3969,247803,12695,1669,326700,410380,3427,244,133325,42721,34,005
1779,"Camden County, New Jersey",524042,524042,524042,97957,86384,78065,34510,10050,5294,279103,19309,1346,262200,464143,2876,88,130430,70139,34,007
1780,"Cape May County, New Jersey",95236,95236,95236,7676,88046,16922,7271,2170,829,45696,2756,1345,395000,83479,125,0,35180,9189,34,009
1781,"Cumberland County, New Jersey",152915,152915,152915,53457,64499,12331,4454,1060,639,68485,5152,1254,205600,137666,422,11,34966,18375,34,011
1782,"Essex County, New Jersey",854130,854130,854130,210724,76712,126748,63582,17319,10581,446633,37217,1459,494400,753792,10007,1393,141377,176096,34,013
1783,"Gloucester County, New Jersey",304504,304504,304504,23885,102807,49440,19035,4107,2421,165215,8511,1480,283500,271573,616,139,88794,23002,34,015
1784,"Hudson County, New Jersey",710478,710478,710478,289220,90032,144763,77181,14460,10135,408443,24040,1811,508600,620044,9232,928,92160,203392,34,017
1785,"Hunterdon County, New Jersey",129448,129448,129448,11451,139453,31349,15801,3394,2742,70824,3244,1707,498800,116440,626,148,42670,7652,34,019
1786,"Mercer County, New Jersey",383286,383286,383286,85269,96333,62940,37473,6634,9482,198250,12165,1515,351000,331003,4321,605,87554,53910,34,021
1787,"Middlesex County, New Jersey",861535,861535,861535,198174,109028,155383,87825,13548,11414,466150,29850,1810,439300,761863,9180,902,193963,111647,34,023
1788,"Monmouth County, New Jersey",643615,643615,643615,81564,122727,140944,64987,16301,8232,349355,18337,1771,566500,584762,2502,266,188578,61617,34,025
1789,"Morris County, New Jersey",510375,510375,510375,78992,134929,121697,63243,14388,8106,285821,14884,1860,557000,461679,3761,177,141771,50069,34,027
1790,"Ocean County, New Jersey",646434,646434,646434,68729,86411,95210,41125,7323,4081,295499,16271,1702,366600,579438,1762,371,193630,47891,34,029
1791,"Passaic County, New Jersey",518289,518289,518289,225149,87137,70096,26481,5903,2777,272247,21116,1553,439400,470745,3448,515,94011,83953,34,031
1792,"Salem County, New Jersey",64973,64973,64973,6975,78412,7032,2824,663,358,31860,2384,1185,223000,58277,75,0,17738,7143,34,033
1793,"Somerset County, New Jersey",346203,346203,346203,59019,135960,75953,45863,9393,8966,196608,9385,1921,523900,310684,2089,243,96414,33045,34,035
1794,"Sussex County, New Jersey",145117,145117,145117,16039,114316,27233,11302,2516,1185,82543,4353,1503,342800,133001,282,1,48678,8650,34,037
1795,"Union County, New Jersey",572549,572549,572549,196795,100117,89607,44682,10428,5897,312930,19747,1664,488800,510085,6082,553,116188,85475,34,039
1796,"Warren County, New Jersey",110238,110238,110238,13343,99596,19925,7416,1162,644,61106,3404,1368,323100,99933,403,103,33386,11557,34,041
1797,"Bernalillo County, New Mexico",674357,674357,674357,329949,66514,95475,56086,12778,13479,342494,17996,1087,268500,576662,3388,683,182272,101337,35,001
1798,"Catron County, New Mexico",3685,3685,3685,559,46439,354,107,137,28,1172,83,740,171800,3274,0,0,1443,202,35,003
1799,"Chaves County, New Mexico",64446,64446,64446,37329,52029,4671,2061,551,359,28153,1576,838,141900,54958,103,5,16214,7391,35,005
1800,"Cibola County, New Mexico",27059,27059,27059,8925,51765,1963,998,412,117,9154,780,724,120000,23374,50,9,5886,2467,35,006
1801,"Colfax County, New Mexico",12336,12336,12336,5849,52690,1224,779,121,94,5144,181,704,161000,10455,83,50,3898,1515,35,007
1802,"Curry County, New Mexico",47932,47932,47932,21782,56259,3743,2133,214,227,19360,1489,987,160800,37229,915,97,11315,7156,35,009
1803,"De Baca County, New Mexico",1580,1580,1580,1004,40804,52,39,0,0,741,87,727,158000,1175,0,0,502,225,35,011
1804,"Doña Ana County, New Mexico",221665,221665,221665,149893,55663,24324,13927,2407,2584,100603,6941,903,205400,189948,1393,291,54542,28988,35,013
1805,"Eddy County, New Mexico",61114,61114,61114,31104,79605,4972,2378,243,314,28919,1252,1183,199400,51373,218,38,17354,5891,35,015
1806,"Grant County, New Mexico",27856,27856,27856,13373,45921,3368,2144,252,168,10544,886,810,164400,24858,56,10,8107,2962,35,017
1807,"Guadalupe County, New Mexico",4379,4379,4379,3263,40149,363,98,42,0,1781,84,515,107200,3916,46,0,1137,314,35,019
1808,"Harding County, New Mexico",748,748,748,304,41250,89,62,3,0,303,39,700,86500,683,0,0,221,61,35,021
1809,"Hidalgo County, New Mexico",4097,4097,4097,2343,49076,363,118,0,32,1680,69,803,114000,3641,31,0,1131,370,35,023
1810,"Lea County, New Mexico",73154,73154,73154,45091,68750,3669,2610,257,146,33134,2333,1119,176000,63228,664,58,17072,7496,35,025
1811,"Lincoln County, New Mexico",20227,20227,20227,6591,51643,2769,1352,269,145,9314,529,883,212200,17742,39,10,7455,1921,35,027
1812,"Los Alamos County, New Mexico",19374,19374,19374,3465,143188,3523,3279,329,2485,10574,228,1308,452500,16512,127,0,6121,2090,35,028
1813,"Luna County, New Mexico",25420,25420,25420,16917,37917,1672,565,160,13,9104,497,685,112500,22482,198,22,6282,2800,35,029
1814,"McKinley County, New Mexico",71172,71172,71172,8649,44496,3323,1692,366,242,25806,2431,810,72100,66817,139,0,14509,6579,35,031
1815,"Mora County, New Mexico",4176,4176,4176,3178,50178,310,461,17,43,1735,95,785,119900,3912,0,0,1775,216,35,033
1816,"Otero County, New Mexico",68235,68235,68235,26683,52717,6453,2586,390,366,26433,2397,926,149500,58463,1013,255,15794,8491,35,035
1817,"Quay County, New Mexico",8616,8616,8616,3842,43698,771,486,47,0,3667,166,752,82200,7902,49,0,2984,1118,35,037
1818,"Rio Arriba County, New Mexico",40165,40165,40165,27038,53901,3019,1910,80,236,16687,853,760,230900,37621,24,10,11697,3283,35,039
1819,"Roosevelt County, New Mexico",19002,19002,19002,8440,52445,1395,793,70,133,8908,520,863,136000,14416,254,93,4469,2742,35,041
1820,"Sandoval County, New Mexico",151538,151538,151538,59922,84053,20972,10664,2093,1806,72049,3873,1408,282300,134547,416,68,46606,9135,35,043
1821,"San Juan County, New Mexico",121178,121178,121178,23890,53020,7897,4173,774,499,50099,3887,917,185100,108395,196,4,28811,12242,35,045
1822,"San Miguel County, New Mexico",27036,27036,27036,20367,47400,2905,1772,229,320,11707,619,774,177600,23601,169,10,8735,3189,35,047
1823,"Santa Fe County, New Mexico",155175,155175,155175,74485,74689,26025,16754,5181,4490,76167,4114,1318,416900,136858,541,56,48973,20375,35,049
1824,"Sierra County, New Mexico",11511,11511,11511,3386,37840,892,501,56,54,3588,128,695,144800,11103,39,0,3806,1613,35,051
1825,"Socorro County, New Mexico",16308,16308,16308,8196,47556,1153,599,55,416,5764,139,653,143200,14443,34,0,3839,1383,35,053
1826,"Taos County, New Mexico",34516,34516,34516,17530,58908,5289,3551,662,379,15535,780,1069,354000,31766,26,0,11399,3060,35,055
1827,"Torrance County, New Mexico",15290,15290,15290,6499,46250,1021,552,6,41,6189,721,845,145100,14005,0,0,4715,1059,35,057
1828,"Union County, New Mexico",4039,4039,4039,1603,45319,311,119,6,73,1543,102,650,135900,3544,1,0,1025,479,35,059
1829,"Valencia County, New Mexico",77382,77382,77382,46872,58333,6404,3540,567,542,32402,2246,970,206800,69946,92,0,21975,4807,35,061
1830,"Albany County, New York",315374,315374,315374,22163,83149,49653,32655,7835,5987,169724,8838,1252,277400,269581,2242,714,75285,57443,36,001
1831,"Allegany County, New York",47027,47027,47027,1002,61233,3787,2817,267,446,20960,1513,754,97900,40885,254,14,13698,3359,36,003
1832,"Bronx County, New York",1419250,1419250,1419250,779093,49036,130281,58626,10964,6054,646993,71936,1436,517000,1290793,11835,1185,107439,422628,36,005
1833,"Broome County, New York",197738,197738,197738,10648,61059,21526,13936,2213,2357,92733,6175,914,145100,168829,1486,432,52810,28971,36,007
